,,accuracy,precision,recall,f1,roc_auc,pr_auc,specificity,balanced_accuracy,holdout_repeats,holdout_std,cv_repeats,cv_folds,nested,cv_accuracy_mean,cv_accuracy_std,cv_accuracy_ci,cv_precision_mean,cv_precision_std,cv_precision_ci,cv_recall_mean,cv_recall_std,cv_recall_ci,cv_f1_mean,cv_f1_std,cv_f1_ci,cv_balanced_accuracy_mean,cv_balanced_accuracy_std,cv_balanced_accuracy_ci,cv_specificity_mean,cv_specificity_std,cv_specificity_ci,cv_roc_auc_mean,cv_roc_auc_std,cv_roc_auc_ci,cv_pr_auc_mean,cv_pr_auc_std,cv_pr_auc_ci,cv_auc_mean,cv_auc_std,cv_auc_ci,cv_acc_mean,cv_acc_std,cv_acc_ci,best_params,single_split,per_class,confusion_matrix
liver_disease,LogisticRegression,0.7037037037037037,0.751592055724073,0.8755020080321284,0.8074074074074075,0.7804157807701394,0.9097975811090354,0.2843137254901961,0.5799078667611622,3,"{'accuracy': 0.021319985109823, 'precision': 0.030195200606817903, 'recall': 0.040955980028857704, 'f1': 0.010475656017578446, 'roc_auc': 0.032289223688743054, 'pr_auc': 0.018018122171522762, 'specificity': 0.14673166222642905, 'balanced_accuracy': 0.055897379890399966}",1,3,True,0.6277205040091638,0.028796804329843138,0.039910334611543065,0.9227920132926551,0.022534445793619063,0.03123114848465948,0.5216001112153755,0.028314950890441355,0.039242519815846505,0.666325616435567,0.028661263281122423,0.03972248430197114,0.7067957266033588,0.028725746892898172,0.03981185402832872,0.891991341991342,0.030227177792818218,0.041892731091129044,0.7442388043263864,0.034518405772122576,0.04784006964254481,0.8858655667848251,0.022671674279190028,0.031421337462389086,0.7442388043263864,0.034518405772122576,0.04784006964254481,0.6277205040091638,0.028796804329843138,0.039910334611543065,"{'scaler__kind': 'standard', 'resampler__kind': 'smoteenn', 'clf__solver': 'liblinear', 'clf__class_weight': 'balanced', 'clf__C': 0.01}","{'accuracy': 0.7264957264957265, 'precision': 0.9811320754716981, 'recall': 0.6265060240963856, 'f1': 0.7647058823529411, 'specificity': 0.9705882352941176, 'balanced_accuracy': 0.7985471296952515, 'roc_auc': 0.8267186392629341, 'pr_auc': 0.9343908929810786}","{'0': {'support': 34, 'precision': 0.515625, 'recall': 0.9705882352941176, 'f1': 0.673469387755102}, '1': {'support': 83, 'precision': 0.9811320754716981, 'recall': 0.6265060240963856, 'f1': 0.7647058823529411}}","[[33, 1], [31, 52]]"
liver_disease,SVM,0.7122507122507122,0.7263949530213306,0.9598393574297188,0.8254476084124325,0.7847862036380818,0.911400470242666,0.10784313725490197,0.5338412473423104,3,"{'accuracy': 0.010659992554911516, 'precision': 0.02582374960249431, 'recall': 0.04852628905058061, 'f1': 0.003311008334187098, 'roc_auc': 0.034283572445971126, 'pr_auc': 0.018070583016484197, 'specificity': 0.15251322731474556, 'balanced_accuracy': 0.052176422578937245}",1,3,True,0.63631156930126,0.023904509455566107,0.033129959844458726,0.9012048192771084,0.009230802009032351,0.012793238884899277,0.5504639766447711,0.029782870404953855,0.0412769524680243,0.6831452304866126,0.02534564498669312,0.035127271789529554,0.7003402134306107,0.01892674260024274,0.026231126955271748,0.8502164502164501,0.009795418613839623,0.013575757575757581,0.7459264716967251,0.03377448327737711,0.046809045666749816,0.8865052203737959,0.021948665384090498,0.03041929825692627,0.7459264716967251,0.03377448327737711,0.046809045666749816,0.63631156930126,0.023904509455566107,0.033129959844458726,"{'scaler__kind': 'minmax', 'resampler__kind': 'smote', 'clf__estimator__kernel': 'rbf', 'clf__estimator__gamma': 0.01, 'clf__estimator__class_weight': None, 'clf__estimator__C': 2.0}","{'accuracy': 0.7264957264957265, 'precision': 0.9636363636363636, 'recall': 0.6385542168674698, 'f1': 0.7681159420289855, 'specificity': 0.9411764705882353, 'balanced_accuracy': 0.7898653437278526, 'roc_auc': 0.8444365698086462, 'pr_auc': 0.9394289476158192}","{'0': {'support': 34, 'precision': 0.5161290322580645, 'recall': 0.9411764705882353, 'f1': 0.6666666666666666}, '1': {'support': 83, 'precision': 0.9636363636363636, 'recall': 0.6385542168674698, 'f1': 0.7681159420289855}}","[[32, 2], [30, 53]]"
liver_disease,RandomForest,0.7150997150997153,0.7358974906263117,0.9357429718875502,0.8229027867325739,0.7856130403968816,0.9112836800534688,0.17647058823529413,0.5561067800614222,3,"{'accuracy': 0.021319985109823043, 'precision': 0.016679271643782596, 'recall': 0.050481144939664775, 'f1': 0.016936440849292345, 'roc_auc': 0.04437366006285663, 'pr_auc': 0.02129454556614901, 'specificity': 0.10467723776501285, 'balanced_accuracy': 0.035359098682625496}",1,3,True,0.6363556260463477,0.0033021992601011086,0.00457661467970752,0.8613477574938021,0.04899920563770146,0.06790943433517871,0.59126611754075,0.049951729419420644,0.06922956494475709,0.6978376906318083,0.016826608425842007,0.023320489487675816,0.6693343574716737,0.040528646266220596,0.05616983799002465,0.7474025974025974,0.13075778894707055,0.18122104974456862,0.7268048689224792,0.010865720609269552,0.015059120461574132,0.8804525250932098,0.013504327844012492,0.01871604351598038,0.7268048689224792,0.010865720609269552,0.015059120461574132,0.6363556260463477,0.0033021992601011086,0.00457661467970752,"{'scaler__kind': 'standard', 'resampler__kind': 'smote', 'clf__n_estimators': 500, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 1, 'clf__max_features': 'log2', 'clf__max_depth': 12, 'clf__class_weight': None}","{'accuracy': 0.7777777777777778, 'precision': 0.8433734939759037, 'recall': 0.8433734939759037, 'f1': 0.8433734939759037, 'specificity': 0.6176470588235294, 'balanced_accuracy': 0.7305102763997166, 'roc_auc': 0.8160878809355068, 'pr_auc': 0.9231440331382116}","{'0': {'support': 34, 'precision': 0.6176470588235294, 'recall': 0.6176470588235294, 'f1': 0.6176470588235294}, '1': {'support': 83, 'precision': 0.8433734939759037, 'recall': 0.8433734939759037, 'f1': 0.8433734939759037}}","[[21, 13], [13, 70]]"
liver_disease,XGBoost,0.7179487179487181,0.7502431822820173,0.9076305220883535,0.8195911942958308,0.7747460429955114,0.9014029346580122,0.2549019607843137,0.5812662414363335,3,"{'accuracy': 0.018463648713412727, 'precision': 0.02180709920917025, 'recall': 0.06324504316475352, 'f1': 0.018083706739210746, 'roc_auc': 0.03604755920288751, 'pr_auc': 0.020372829508913382, 'specificity': 0.13226213297286313, 'balanced_accuracy': 0.03942211896619668}",1,3,True,0.6997532822275091,0.05747549824871009,0.07965697654492736,0.8092825782795386,0.017252098991920567,0.023910189326301724,0.7615994161192785,0.12474218697496929,0.17288385076768037,0.7779359386491914,0.06472311312869757,0.08970165829789997,0.6528235175834488,0.020465485084938225,0.028363715236310653,0.544047619047619,0.12115983334182784,0.16791896193633932,0.7158827878408737,0.029502189216698314,0.040887948187752994,0.8747333136557591,0.013947611149145455,0.01933040283283114,0.7158827878408737,0.029502189216698314,0.040887948187752994,0.6997532822275091,0.05747549824871009,0.07965697654492736,"{'scaler__kind': 'standard', 'resampler__kind': 'smote', 'clf__subsample': 0.8, 'clf__scale_pos_weight': 2.0, 'clf__reg_lambda': 0.5, 'clf__n_estimators': 200, 'clf__min_child_weight': 5, 'clf__max_depth': 4, 'clf__learning_rate': 0.01, 'clf__colsample_bytree': 0.7}","{'accuracy': 0.7606837606837606, 'precision': 0.7894736842105263, 'recall': 0.9036144578313253, 'f1': 0.8426966292134831, 'specificity': 0.4117647058823529, 'balanced_accuracy': 0.6576895818568391, 'roc_auc': 0.8097094259390504, 'pr_auc': 0.9186111050704716}","{'0': {'support': 34, 'precision': 0.6363636363636364, 'recall': 0.4117647058823529, 'f1': 0.5}, '1': {'support': 83, 'precision': 0.7894736842105263, 'recall': 0.9036144578313253, 'f1': 0.8426966292134831}}","[[14, 20], [8, 75]]"
liver_disease,MLP,0.7037037037037037,0.723627730294397,0.9437751004016063,0.8183464461801085,0.7387195842192299,0.8911869024598058,0.1176470588235294,0.5307110796125679,3,"{'accuracy': 0.014527121121346966, 'precision': 0.010077481486773038, 'recall': 0.04951336548569461, 'f1': 0.014562613980758511, 'roc_auc': 0.04782864109402863, 'pr_auc': 0.023050279265922066, 'specificity': 0.08658589084635143, 'balanced_accuracy': 0.02188927443589687}",1,3,True,0.6533879636972421,0.052945561066733725,0.07337880391746719,0.8410996719513694,0.03560476497475417,0.04934568668215582,0.6440412887081638,0.13536324130436803,0.1876038810654308,0.7186576957764529,0.06770429102582241,0.09383336006758164,0.6607652330986706,0.01079422656290684,0.014960034768578956,0.6774891774891776,0.15330574597647995,0.2124709238466692,0.7382830099556719,0.027248161472049826,0.0377640251134348,0.8869855110674388,0.012092654088735421,0.01675956350902857,0.7382830099556719,0.027248161472049826,0.0377640251134348,0.6533879636972421,0.052945561066733725,0.07337880391746719,"{'scaler__kind': 'standard', 'resampler__kind': 'smote', 'clf__max_iter': 2000, 'clf__learning_rate_init': 0.005, 'clf__hidden_layer_sizes': (128,), 'clf__alpha': 0.0001, 'clf__activation': 'relu'}","{'accuracy': 0.7094017094017094, 'precision': 0.7634408602150538, 'recall': 0.8554216867469879, 'f1': 0.8068181818181818, 'specificity': 0.35294117647058826, 'balanced_accuracy': 0.6041814316087881, 'roc_auc': 0.8026222537207653, 'pr_auc': 0.921805440493068}","{'0': {'support': 34, 'precision': 0.5, 'recall': 0.35294117647058826, 'f1': 0.41379310344827586}, '1': {'support': 83, 'precision': 0.7634408602150538, 'recall': 0.8554216867469879, 'f1': 0.8068181818181818}}","[[12, 22], [12, 71]]"
ckd,LogisticRegression,0.9916666666666667,0.9871794871794872,1.0,0.9934640522875817,1.0,1.0,0.9777777777777779,0.9888888888888889,3,"{'accuracy': 0.011785113019775804, 'precision': 0.01813094310734736, 'recall': 0.0, 'f1': 0.009243225897863385, 'roc_auc': 0.0, 'pr_auc': 0.0, 'specificity': 0.03142696805273544, 'balanced_accuracy': 0.01571348402636772}",1,10,,0.9799999999999999,0.02449489742783178,0.01600333298618343,1.0,0.0,0.0,0.968,0.039191835884530846,0.02560533277789348,0.9833279056303372,0.020688752805171736,0.013516651832712199,0.984,0.01959591794226544,0.012802666388946754,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9799999999999999,0.02449489742783178,0.01600333298618343,,"{'accuracy': 0.975, 'precision': 1.0, 'recall': 0.96, 'f1': 0.9795918367346939, 'specificity': 1.0, 'balanced_accuracy': 0.98, 'roc_auc': 1.0, 'pr_auc': 1.0}","{'0': {'support': 30, 'precision': 0.9375, 'recall': 1.0, 'f1': 0.967741935483871}, '1': {'support': 50, 'precision': 1.0, 'recall': 0.96, 'f1': 0.9795918367346939}}","[[30, 0], [2, 48]]"
ckd,SVM,0.9791666666666666,0.9687726942628904,1.0,0.9838791571464839,1.0,1.0,0.9444444444444445,0.9722222222222223,3,"{'accuracy': 0.021245914639969964, 'precision': 0.03133689035641454, 'recall': 0.0, 'f1': 0.016306183109951553, 'roc_auc': 0.0, 'pr_auc': 0.0, 'specificity': 0.05665577237325315, 'balanced_accuracy': 0.028327886186626582}",1,10,,0.9924999999999999,0.01145643923738961,0.007484873635094544,0.9961538461538462,0.01153846153846153,0.007538461538461532,0.9920000000000002,0.016000000000000014,0.010453333333333342,0.9939575830332134,0.009232257254955894,0.006031741406571184,0.9926666666666668,0.011718930554164633,0.007656367962054225,0.9933333333333334,0.019999999999999997,0.013066666666666662,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9924999999999999,0.01145643923738961,0.007484873635094544,,"{'accuracy': 0.9875, 'precision': 0.9803921568627451, 'recall': 1.0, 'f1': 0.9900990099009901, 'specificity': 0.9666666666666667, 'balanced_accuracy': 0.9833333333333334, 'roc_auc': 1.0, 'pr_auc': 1.0}","{'0': {'support': 30, 'precision': 1.0, 'recall': 0.9666666666666667, 'f1': 0.9830508474576272}, '1': {'support': 50, 'precision': 0.9803921568627451, 'recall': 1.0, 'f1': 0.9900990099009901}}","[[29, 1], [0, 50]]"
ckd,RandomForest,0.9916666666666667,0.9869281045751634,1.0,0.9933993399339934,1.0,1.0,0.9777777777777779,0.9888888888888889,3,"{'accuracy': 0.005892556509887875, 'precision': 0.009243225897863385, 'recall': 0.0, 'f1': 0.004667371492980516, 'roc_auc': 0.0, 'pr_auc': 0.0, 'specificity': 0.01571348402636772, 'balanced_accuracy': 0.007856742013183834}",1,10,,0.9925,0.01145643923738961,0.007484873635094544,0.9923076923076923,0.015384615384615373,0.010051282051282043,0.9960000000000001,0.012000000000000009,0.007840000000000007,0.9940376150460185,0.009110037373464067,0.005951891083996522,0.9913333333333334,0.01367885635245546,0.008936852816937567,0.9866666666666667,0.026666666666666658,0.017422222222222214,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9925,0.01145643923738961,0.007484873635094544,,"{'accuracy': 1.0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0, 'specificity': 1.0, 'balanced_accuracy': 1.0, 'roc_auc': 1.0, 'pr_auc': 1.0}","{'0': {'support': 30, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, '1': {'support': 50, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}}","[[30, 0], [0, 50]]"
ckd,XGBoost,0.9916666666666667,0.9869281045751634,1.0,0.9933993399339934,1.0,1.0,0.9777777777777779,0.9888888888888889,3,"{'accuracy': 0.005892556509887875, 'precision': 0.009243225897863385, 'recall': 0.0, 'f1': 0.004667371492980516, 'roc_auc': 0.0, 'pr_auc': 0.0, 'specificity': 0.01571348402636772, 'balanced_accuracy': 0.007856742013183834}",1,10,,0.9875,0.020155644370746392,0.013168354322220976,0.9887464387464387,0.023874320894809266,0.015597889651275386,0.992,0.023999999999999987,0.01567999999999999,0.990026395173454,0.016140448048532256,0.010545092725041073,0.986,0.02279376132970501,0.014891924068740603,0.9800000000000001,0.04268749491621898,0.027889163345263063,0.9981333333333333,0.004777726097911682,0.003121447717302298,0.9989731379731379,0.0026084109940149175,0.0017041618494230794,0.9981333333333333,0.004777726097911682,0.003121447717302298,0.9875,0.020155644370746392,0.013168354322220976,,"{'accuracy': 1.0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0, 'specificity': 1.0, 'balanced_accuracy': 1.0, 'roc_auc': 1.0, 'pr_auc': 1.0}","{'0': {'support': 30, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, '1': {'support': 50, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}}","[[30, 0], [0, 50]]"
ckd,MLP,0.9916666666666667,0.9871794871794872,1.0,0.9934640522875817,1.0,1.0,0.9777777777777779,0.9888888888888889,3,"{'accuracy': 0.011785113019775804, 'precision': 0.01813094310734736, 'recall': 0.0, 'f1': 0.009243225897863385, 'roc_auc': 0.0, 'pr_auc': 1.2819751242557092e-16, 'specificity': 0.03142696805273544, 'balanced_accuracy': 0.01571348402636772}",1,10,,0.9875,0.016770509831248438,0.010956733089748979,1.0,0.0,0.0,0.9800000000000001,0.026832815729997475,0.01753077294359835,0.9897108843537415,0.013881395775931416,0.009069178573608524,0.99,0.013416407864998751,0.008765386471799183,1.0,0.0,0.0,0.9994666666666667,0.0015999999999999903,0.001045333333333327,0.9996861538461538,0.0009415384615384344,0.0006151384615384437,0.9994666666666667,0.0015999999999999903,0.001045333333333327,0.9875,0.016770509831248438,0.010956733089748979,,"{'accuracy': 0.9875, 'precision': 1.0, 'recall': 0.98, 'f1': 0.98989898989899, 'specificity': 1.0, 'balanced_accuracy': 0.99, 'roc_auc': 1.0, 'pr_auc': 1.0000000000000002}","{'0': {'support': 30, 'precision': 0.967741935483871, 'recall': 1.0, 'f1': 0.9836065573770492}, '1': {'support': 50, 'precision': 1.0, 'recall': 0.98, 'f1': 0.98989898989899}}","[[30, 0], [1, 49]]"
